 População Residente - Brasil
População residente por Município e Faixa Etária
Período:2012
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"350360 AREIOPOLIS";146;641;913;990;987;2046;1688;1399;902;526;283;101;10622
"350370 ARIRANHA";126;447;572;662;648;1600;1393;1164;943;580;414;160;8709
"350380 ARTUR NOGUEIRA";656;2525;3428;3919;3843;8780;7552;6245;4345;2614;1356;584;45847
"350390 ARUJA";1088;4424;6370;7337;6931;13688;12562;10618;7860;3885;1743;773;77279
"350395 ASPASIA";16;73;109;128;151;251;239;299;225;178;94;39;1802
"350400 ASSIS";1248;4508;5794;6866;7467;16708;14957;13807;11367;7182;4387;2045;96336
"350410 ATIBAIA";1640;6490;9167;10660;10357;21974;20458;17931;13793;8836;5100;2508;128914
"350420 AURIFLAMA";137;618;865;977;1256;2305;2149;2164;1616;1175;732;313;14307
"350430 AVAI";73;269;372;467;510;774;729;673;532;338;191;86;5014
"350440 AVANHANDAVA";180;626;796;960;1008;2635;1806;1497;1039;643;357;138;11685
"350450 AVARE";1123;4350;5796;6567;6810;14819;13426;11108;9190;5760;3397;1564;83910
"350460 BADY BASSITT";203;713;975;1220;1185;2436;2646;2230;1648;988;600;221;15065
"350470 BALBINOS";19;75;99;109;130;1543;1137;434;259;128;90;40;4063
"350480 BALSAMO";108;346;436;573;601;1295;1270;1293;997;697;458;210;8284
"350490 BANANAL";163;557;737;912;857;1577;1540;1391;1091;771;466;239;10301
"350500 BARAO DE ANTONINA";45;184;258;287;257;430;431;417;384;251;153;68;3165
"350510 BARBOSA";103;366;511;638;580;1052;958;937;692;476;287;108;6708
"350520 BARIRI";405;1567;2216;2608;2465;5297;4617;4407;3673;2397;1626;824;32102
"350530 BARRA BONITA";380;1462;2031;2464;2700;5816;5758;5551;4154;2636;1600;658;35210
"350535 BARRA DO CHAPEU";96;322;461;597;490;819;774;634;494;333;211;74;5305
"350540 BARRA DO TURVO";138;496;718;883;709;1021;1003;863;784;596;353;108;7672
"350550 BARRETOS";1427;5433;7160;8284;9057;19995;17583;16000;12803;8398;4982;2216;113338
"350560 BARRINHA";499;1871;2397;2654;2653;6066;4821;3619;2376;1239;670;279;29144
"350570 BARUERI";3951;14226;18990;22630;21793;47895;41847;33929;22748;10978;4590;2075;245652
"350580 BASTOS";269;1071;1460;1663;1751;3277;3023;3062;2253;1420;816;359;20424
"350590 BATATAIS";683;2724;3766;4408;4826;9803;8527;7903;6723;4151;2559;1213;57286
"350600 BAURU";4291;16710;22753;26236;27026;61803;55620;48968;39248;24156;14554;6781;348146
"350610 BEBEDOURO";916;3492;4863;5870;6127;12711;11633;10352;8615;5606;3262;1622;75069
"350620 BENTO DE ABREU";40;141;189;231;222;467;442;374;271;176;120;44;2717
"350630 BERNARDINO DE CAMPOS";143;515;691;858;928;1595;1486;1485;1221;922;625;315;10784
"350635 BERTIOGA";901;3366;4467;4942;4185;9175;8705;6405;4319;2407;1033;399;50304
"350640 BILAC";66;265;407;522;561;1173;1106;1042;887;604;386;174;7193
"350650 BIRIGUI";1448;5215;6766;8077;8636;18935;18682;16719;12510;7805;4219;1895;110907
"350660 BIRITIBA-MIRIM";447;1740;2424;2784;2604;4999;4366;3773;2688;1945;1052;346;29168
"350670 BOA ESPERANCA DO SUL";226;790;1051;1289;1238;2435;2102;1861;1374;830;422;189;13807
"350680 BOCAINA";135;558;790;900;916;1949;1749;1536;1154;704;467;215;11073
"350690 BOFETE";142;553;789;921;842;1448;1402;1251;1147;876;439;150;9960
"350700 BOITUVA";730;2789;3672;4139;4221;9774;8446;6712;4901;2936;1518;582;50420
"350710 BOM JESUS DOS PERDOES";290;1185;1657;1847;1762;3723;3347;2799;1947;1231;613;273;20674
"350715 BOM SUCESSO DE ITARARE";69;253;350;425;401;572;552;424;283;170;83;41;3623
"350720 BORA";12;38;44;64;84;142;133;110;93;46;28;13;807
"350730 BORACEIA";73;244;303;372;401;758;635;554;434;319;170;85;4348
"350740 BORBOREMA";156;701;993;1067;1108;2508;2221;2109;1721;1116;721;310;14731
"350745 BOREBI";37;142;189;219;223;376;342;327;240;129;87;37;2348
"350750 BOTUCATU";1728;6563;8798;10152;10260;22763;20518;17474;14553;9122;5488;2782;130201
"350760 BRAGANCA PAULISTA";1924;7041;9815;12173;12279;26032;24501;20583;16547;10510;5846;2772;150023
"350770 BRAUNA";73;249;315;389;397;906;741;645;574;404;295;130;5118
"350775 BREJO ALEGRE";28;124;195;230;211;425;452;334;275;196;86;58;2614
"350780 BRODOWSKI";257;1077;1583;1863;1917;3655;3283;3069;2286;1437;868;412;21707
"350790 BROTAS";318;1160;1549;1851;1894;3725;3410;2920;2283;1536;923;418;21987
"350800 BURI";316;1279;1765;1927;1740;3007;2796;2234;1701;1086;622;232;18705
"350810 BURITAMA";230;769;935;1137;1233;2546;2438;2275;1813;1302;704;273;15655
"350820 BURITIZAL";56;204;258;294;319;709;631;546;468;338;194;94;4111
"350830 CABRALIA PAULISTA";56;240;339;385;422;699;648;561;443;297;166;66;4322
"350840 CABREUVA";705;2708;3602;4033;3930;8192;7016;5629;3589;2098;969;418;42889
"350850 CACAPAVA";1248;4551;5999;7045;7069;15131;13960;11840;9298;5726;2882;1305;86054
"350860 CACHOEIRA PAULISTA";420;1614;2149;2440;2489;5198;4722;4148;3452;2153;1162;580;30527
"350870 CACONDE";236;960;1457;1761;1626;2742;2486;2543;2047;1462;868;375;18563
"350880 CAFELANDIA";235;802;1057;1333;1379;2727;2528;2236;1923;1277;849;384;16730
"350890 CAIABU";50;186;259;325;353;654;547;633;437;316;216;96;4072
"350900 CAIEIRAS";1389;5044;6795;8107;7795;15929;14815;13122;8753;4426;1888;778;88841
"350910 CAIUA";56;237;374;454;426;778;728;813;580;391;248;82;5167
"350920 CAJAMAR";1117;4084;5322;6125;6011;13136;11502;8653;5657;2785;1273;466;66131
"350925 CAJATI";498;1821;2558;3072;2670;4462;4331;3362;2522;1611;961;375;28243
"350930 CAJOBI";89;452;661;709;851;1817;1418;1390;1071;749;473;178;9858
"350940 CAJURU";348;1286;1748;2115;2199;4061;3498;3146;2372;1554;976;460;23763
"350945 CAMPINA DO MONTE ALEGRE";76;321;466;518;474;927;799;751;573;380;230;107;5622
"350950 CAMPINAS";14072;50895;66911;79928;83091;204323;183830;155436;124050;74273;42000;19821;1098630
"350960 CAMPO LIMPO PAULISTA";1167;4276;5564;6468;6658;13785;12231;10392;8076;4217;2003;800;75637
"350970 CAMPOS DO JORDAO";709;2678;3755;4510;4397;8348;7942;6832;4775;2547;1311;520;48324
"350980 CAMPOS NOVOS PAULISTA";64;267;376;411;375;697;647;626;470;375;195;91;4594
"350990 CANANEIA";198;714;1030;1283;1102;1784;1834;1438;1281;853;503;196;12216
"350995 CANAS";87;313;388;426;407;806;633;617;419;232;128;46;4502
"351000 CANDIDO MOTA";423;1478;1931;2370;2477;4954;4331;4336;3452;2241;1411;572;29976
"351010 CANDIDO RODRIGUES";18;107;159;156;193;437;353;415;314;277;173;75;2677
"351015 CANITAR";59;312;477;468;382;773;720;517;380;244;138;34;4504
"351020 CAPAO BONITO";642;2664;3906;4506;4237;7445;7077;5811;4474;3068;1627;638;46095
"351030 CAPELA DO ALTO";241;1028;1517;1724;1639;3144;2841;2325;1681;1138;559;192;18029
"351040 CAPIVARI";712;2790;3687;4108;4321;9013;8005;6762;4953;2850;1637;812;49650
"351050 CARAGUATATUBA";1582;5939;8003;9218;8737;17550;16997;13539;10909;6949;3395;1332;104150
"351060 CARAPICUIBA";5817;22130;29492;33220;31792;71787;63926;48879;36284;19327;7831;2873;373358
"351070 CARDOSO";156;570;738;860;907;1820;1622;1654;1512;1114;613;270;11836
"351080 CASA BRANCA";343;1316;1819;2164;2230;5193;4399;3885;3186;2076;1215;709;28535
"351090 CASSIA DOS COQUEIROS";24;123;190;212;239;381;345;373;317;192;140;63;2599
"351100 CASTILHO";298;988;1265;1583;1582;2870;2901;2564;2040;1318;734;322;18465
"351110 CATANDUVA";1433;4979;6383;7875;8654;19411;17689;16691;13544;8769;5791;2654;113873
"351120 CATIGUA";85;365;489;515;567;1292;1137;1083;791;465;293;132;7214
"351130 CEDRAL";90;353;498;580;565;1280;1295;1143;929;705;496;231;8165
"351140 CERQUEIRA CESAR";230;1009;1390;1495;1630;2896;2642;2337;1897;1255;777;335;17893
"351150 CERQUILHO";577;1993;2664;3310;3205;7594;6842;5733;4493;2622;1463;648;41144
"351160 CESARIO LANGE";252;851;1078;1306;1279;3053;2662;2019;1553;1120;570;199;15942
"351170 CHARQUEADA";218;827;1107;1296;1384;2880;2436;1948;1531;982;575;211;15395
"351190 CLEMENTINA";117;457;528;518;650;1609;1057;918;678;390;255;139;7316
"351200 COLINA";213;838;1177;1399;1469;3122;2577;2491;1873;1250;735;334;17478
"351210 COLOMBIA";78;303;429;521;563;1072;972;795;604;416;184;64;6001
"351220 CONCHAL";368;1442;1994;2331;2416;4975;3830;3270;2376;1484;804;325;25615
"351230 CONCHAS";246;924;1212;1352;1283;2599;2318;2270;1858;1267;787;381;16497
"351240 CORDEIROPOLIS";283;1131;1549;1744;1758;3987;3592;2887;2195;1327;787;367;21607
"351250 COROADOS";88;279;330;418;451;889;872;731;625;361;227;91;5362
"351260 CORONEL MACEDO";78;262;370;475;412;713;674;690;581;364;219;75;4913
"351270 CORUMBATAI";45;187;297;359;317;660;593;514;399;285;155;76;3887
"351280 COSMOPOLIS";895;3542;4626;4999;5131;11571;10230;8535;5781;3321;1665;717;61013
"351290 COSMORAMA";75;282;411;509;481;1123;967;1027;946;722;467;181;7191
"351300 COTIA";3277;12290;16625;19101;17641;37609;35962;29131;20489;10271;4546;2085;209027
"351310 CRAVINHOS";427;1655;2316;2746;2776;5827;5038;4341;3399;2017;1140;505;32187
"351320 CRISTAIS PAULISTA";93;408;586;652;698;1367;1150;1023;883;484;263;134;7741
"351330 CRUZALIA";30;89;121;174;174;332;304;392;285;158;119;46;2224
"351340 CRUZEIRO";1101;4026;5337;6322;6442;13094;11872;10851;8916;5371;3010;1233;77575
"351350 CUBATAO";1782;7168;9618;10464;10392;22886;19877;17053;11563;5751;2734;1005;120293
"351360 CUNHA";220;1014;1641;1989;2034;3215;3169;3096;2293;1747;908;356;21682
"351370 DESCALVADO";392;1418;1923;2382;2513;5561;4853;4369;3561;2289;1423;695;31379
"351380 DIADEMA";5884;22282;29797;33976;33007;76384;67739;54350;37316;18807;8380;3058;390980
"351385 DIRCE REIS";21;77;91;104;136;246;245;254;197;184;112;32;1699
"351390 DIVINOLANDIA";117;432;615;810;965;1766;1644;1589;1435;916;562;235;11086
"351400 DOBRADA";137;509;653;728;729;1706;1267;967;653;416;208;107;8080
"351410 DOIS CORREGOS";406;1441;1757;1979;2097;4494;3815;3205;2505;1705;1155;541;25100
"351420 DOLCINOPOLIS";14;85;137;145;165;263;321;300;277;201;138;42;2088
"351430 DOURADO";91;385;532;603;710;1420;1273;1201;1027;692;456;220;8610
"351440 DRACENA";466;1766;2414;2920;3220;7105;6708;6412;5451;3672;2459;1082;43675
"351450 DUARTINA";122;557;782;855;1007;1896;1771;1711;1480;1013;686;338;12218
"351460 DUMONT";103;437;624;698;716;1719;1293;1111;876;449;271;124;8421
"351470 ECHAPORA";100;314;404;545;553;972;843;875;671;486;332;147;6242
"351480 ELDORADO";254;929;1414;1785;1445;2130;1965;1698;1278;989;575;256;14718
"351490 ELIAS FAUSTO";225;864;1226;1457;1366;3057;2575;2107;1538;918;514;213;16060
"351492 ELISIARIO";50;146;170;233;247;591;554;396;356;229;160;70;3202
"351495 EMBAUBA";24;114;160;161;177;433;349;363;276;190;118;50;2415
"351500 EMBU DAS ARTES";4077;14968;20194;23687;22173;46781;42862;31554;22019;11336;4069;1428;245148
"351510 EMBU-GUACU";950;3656;5301;6329;5638;11056;10164;8218;6190;3685;1761;705;63653
"351512 EMILIANOPOLIS";32;135;190;213;250;459;457;459;334;278;173;60;3040
"351515 ENGENHEIRO COELHO";277;1060;1377;1506;1476;3793;2634;2028;1159;720;403;147;16580
"351518 ESPIRITO SANTO DO PINHAL";495;1831;2614;3297;3344;6967;6447;6125;4914;3178;1993;918;42123
"351519 ESPIRITO SANTO DO TURVO";64;277;371;388;403;788;634;575;421;248;113;48;4330
"351520 ESTRELA D'OESTE";86;354;500;571;590;1363;1267;1186;987;677;442;178;8201
"351530 ESTRELA DO NORTE";44;148;182;227;265;427;373;419;252;173;108;45;2663
"351535 EUCLIDES DA CUNHA PAULISTA";145;543;778;954;910;1453;1433;1292;881;613;364;125;9491
